Company,Industry,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Short Description,Founded Year
United States Institute of Peace,Professional Organizations,https://www.usip.org/,https://www.linkedin.com/company/united-states-institute-of-peace,https://www.facebook.com/usinstituteofpeace/,https://twitter.com/usip?lang=en,2301 Constitution Avenue NW,Washington,DC,US,20037,"2301 Constitution Avenue NW, Washington, DC 20037","Peace Institute, Conflict Resolution Organization, Nonprofit Peacebuilding Organization",+1.202.457.1700,USIP was established by Congress in 1984 as an independent institution devoted to the nonviolent prevention and mitigation of deadly conflict abroad.,"The United States Institute of Peace (USIP) is a nonpartisan, independent institution established by the U.S. Congress in 1984, focused on promoting peace and preventing violent conflict globally.",1984.0
United Nations Office for Disaster Risk Reduction (UNDRR),international affairs,http://www.undrr.org,http://www.linkedin.com/company/undrr,https://facebook.com/unisdr,https://twitter.com/unisdr,9 Rue de Varembe,Geneva,Geneva,Switzerland,1202,"9 Rue de Varembe, Geneva, Geneva, Switzerland, 1202",disaster risk reduction & resilience,'+1 212-963-5047,"The UNDRR brings governments, partners, and communities together to reduce disaster risk and losses and to ensure a safer, sustainable future.","At the UN Office for Disaster Risk Reduction (UNDRR), we're dedicated to helping countries and communities lower risk and raise resilience in the face of natural and human-induced hazards. Our work is guided by the Sendai Framework for Disaster Risk Reduction, a 15-year agreement adopted by the international community in 2015, which was the first building block of the 2030 Agenda for Sustainable Development.",1999.0
UNDRR (United Nations Office for Disaster Risk Reduction),Administration of Environmental Quality Programs,http://www.undrr.org/undrr-homepage,https://ch.linkedin.com/company/undrr,https://www.facebook.com/unisdr/,https://twitter.com/undrr?lang=en,7bis Avenue de la Paix,Geneva,info not available,Switzerland,CH1211,"7bis Avenue de la Paix, CH1211 Geneva, Switzerland","disaster risk reduction, climate action, resilience, sustainable development, environmental protection",+41 229178907-8,"The UNDRR brings governments, partners, and communities together to reduce disaster risk and losses and to ensure a safer, sustainable future.",The UNDRR focuses on creating safer and more resilient communities globally by reducing disaster risks and enhancing resilience.,info not available
UNDRR (United Nations Office for Disaster Risk Reduction),Administration of Environmental Quality Programs,http://www.undrr.org/undrr-homepage,https://ch.linkedin.com/company/undrr,https://www.facebook.com/unisdr/,https://twitter.com/undrr?lang=en,7bis Avenue de la Paix,Geneva,info not available,Switzerland,CH1211,"7bis Avenue de la Paix, CH1211 Geneva, Switzerland","Disaster risk reduction, climate action, sustainable development, urban resilience, community resilience",+41 22 917 8907-8,"The UNDRR brings governments, partners, and communities together to reduce disaster risk and losses and to ensure a safer, sustainable future.",UNDRR focuses on creating safer and more resilient communities by coordinating global efforts to reduce disaster risks.,info not available
UNDRR (United Nations Office for Disaster Risk Reduction),Environmental Protection and Conservation,http://www.undrr.org/undrr-homepage,https://ch.linkedin.com/company/undrr,https://www.facebook.com/unisdr/,https://twitter.com/undrr?lang=en,"7bis Avenue de la Paix, 9-11 rue de Varembé",Geneva,info not available,Switzerland,"CH1211, CH1202","7bis Avenue de la Paix, CH1211 Geneva, Switzerland; 9-11 rue de Varembé, CH1202 Geneva, Switzerland","Disaster risk management, environmental resilience, climate action, disaster preparedness",+41 22 917 8907-8,"The UNDRR brings governments, partners, and communities together to reduce disaster risk and losses and to ensure a safer, sustainable future.",The UNDRR focuses on creating safer and more resilient communities globally by reducing disaster risks and enhancing resilience.,info not available
UNDRR (United Nations Office for Disaster Risk Reduction),Environmental Protection Agencies,http://www.undrr.org/undrr-homepage,https://ch.linkedin.com/company/undrr,https://www.facebook.com/unisdr/,https://twitter.com/undrr?lang=en,"7bis Avenue de la Paix, 9-11 rue de Varembé",Geneva,info not available,Switzerland,"CH1211, CH1202","7bis Avenue de la Paix, CH1211 Geneva, Switzerland; 9-11 rue de Varembé, CH1202 Geneva, Switzerland","Disaster risk management, environmental protection, disaster resilience, climate action, risk governance",+41 22 917 8907-8,"The UNDRR brings governments, partners, and communities together to reduce disaster risk and losses and to ensure a safer, sustainable future.","UNDRR is the United Nations Office for Disaster Risk Reduction, focusing on creating safer and more resilient communities by coordinating global efforts to prevent and reduce disaster risks.",info not available
UNDRR (United Nations Office for Disaster Risk Reduction),Administration of Environmental Quality Programs,http://www.undrr.org/undrr-homepage,https://ch.linkedin.com/company/undrr,https://www.facebook.com/unisdr/,https://twitter.com/undrr?lang=en,7bis Avenue de la Paix,Geneva,info not available,Switzerland,CH1211,"7bis Avenue de la Paix, CH1211 Geneva, Switzerland","disaster risk reduction, climate action, resilience, global coordination, sustainable development",+41 22 917 8907-8,"The UNDRR brings governments, partners, and communities together to reduce disaster risk and losses and to ensure a safer, sustainable future.","UNDRR is the UN agency focused on disaster risk reduction, coordinating efforts to create safer and more resilient communities globally.",info not available
United Robotics Group,machinery,http://www.unitedrobotics.group,http://www.linkedin.com/company/united-robotics-group,https://www.facebook.com/UnitedRobotics.Group,https://twitter.com/united_robotics,45 Wittener Strasse,Bochum,North Rhine-Westphalia,Germany,44789,"45 Wittener Strasse, Bochum, North Rhine-Westphalia, Germany, 44789","service robotik, kollaborative robotik, cobots, robots as a service",'+49 69 427260238,"United Robotics Group's solutions alleviate workforce shortages, increase job attractiveness, and streamline everyday tasks.","Founded by Thomas Hähn in 2020, United Robotics Group unites young service robotics companies into a unique ecosystem by bundling hardware and software expertise under one roof. Headquartered in Bochum, Germany, United Robotics Group brings together cutting-edge technology and robotic experts from both the social and industrial world. United Robotics Group shares the common ambition to empower humanity with technology and lighten processes for humans, helping them focus on human interactions in a safe and secure environment.

As the CobiotX company who created this 3rd generation of robotics – robots for humans, the United Robotics Group is committed to developing standardized and customized solutions to meet social and business challenges in the life science, health and care, hospitality, education, intralogistics, maintenance and surveillance sectors with quality, data protection and sustainability as key driving forces. All planning humans in the center of all.
RSBG SE, the investment entity of RAG-Stiftung, focused on technology and engineering-driven companies is the majority shareholder of United Robotics Group. SoftBank Robotics Group is a minority shareholder of United Robotics Group.",2021.0
United Robotics Group,"Robotics, Service Robotics",https://unitedrobotics.group/en,https://www.linkedin.com/company/united-robotics-group,https://www.facebook.com/UnitedRobotics.Group/,https://twitter.com/united_robotics?lang=en,info not available,info not available,info not available,info not available,info not available,info not available,"Robotics manufacturing, Automation solutions, Service robotics, Peripheral equipment manufacturing",+49 264 622070,"United Robotics Group's solutions alleviate workforce shortages, increase job attractiveness, and streamline everyday tasks.","United Robotics Group is at the forefront of service robotics, providing innovative solutions across various industries including healthcare, hospitality, and education.",info not available
United Robotics Group,"Robotics, Service Robotics",https://unitedrobotics.group/en,https://www.linkedin.com/company/united-robotics-group,https://www.facebook.com/UnitedRobotics.Group/,https://twitter.com/united_robotics?lang=en,info not available,info not available,info not available,info not available,info not available,info not available,"Robotics manufacturing, Service robots, Automation technology",info not available,"United Robotics Group's solutions alleviate workforce shortages, increase job attractiveness, and streamline everyday tasks.","United Robotics Group focuses on service robotics across various industries, enhancing operational efficiency and human-robot interactions.",info not available
United Robotics Group,Robotics,https://unitedrobotics.group/en,https://www.linkedin.com/company/united-robotics-group,https://www.facebook.com/UnitedRobotics.Group/,https://twitter.com/united_robotics?lang=en,info not available,info not available,info not available,info not available,info not available,info not available,"Robotics manufacturing, automation solutions, service robotics, healthcare robotics, hospitality robots, educational robots",info not available,"United Robotics Group's solutions alleviate workforce shortages, increase job attractiveness, and streamline everyday tasks.","United Robotics Group (URG) develops service robots for various sectors including healthcare, hospitality, education, and manufacturing.",info not available
United Robotics Group,Robotics,https://unitedrobotics.group/en,https://www.linkedin.com/company/united-robotics-group,https://www.facebook.com/UnitedRobotics.Group/,https://twitter.com/united_robotics?lang=en,info not available,info not available,info not available,info not available,info not available,info not available,"Robotics manufacturing, automation solutions, service robotics, robotics for healthcare, hospitality robotics, educational robotics",+49 264 622070,"United Robotics Group's solutions alleviate workforce shortages, increase job attractiveness, and streamline everyday tasks.","United Robotics Group aims to alleviate workforce shortages, enhance job attractiveness, and streamline everyday tasks through the integration of robotics into various business operations.",info not available
United Robotics Group,"Robotics, Service Robotics",https://unitedrobotics.group/en,https://www.linkedin.com/company/united-robotics-group,https://www.facebook.com/UnitedRobotics.Group/,https://twitter.com/united_robotics?lang=en,info not available,info not available,info not available,info not available,info not available,info not available,"Robotics manufacturing, Service robots, Automation technology",info not available,"United Robotics Group's solutions alleviate workforce shortages, increase job attractiveness, and streamline everyday tasks.","United Robotics Group specializes in service robotics across various industries, focusing on innovation in human-robot interactions.",info not available
United Utilities,utilities,http://www.unitedutilities.com,http://www.linkedin.com/company/united-utilities,https://www.facebook.com/OfficialUnitedUtilities,https://twitter.com/unitedutilities,,Great Sankey,England,United Kingdom,WA5 3UZ,"Great Sankey, England, United Kingdom, WA5 3UZ",,'+44 34 5672 3723,"United Utilities provides water and wastewater services in the North West of England. Manage your account, pay your water bill, submit a water meter reading and get updates of current incidents in your area online.","United Utilities provides water and wastewater services to around seven million people in the North West of England supplying 3million households and 200,000 business premises. We manage the catchment land around our reservoirs to safeguard the quality of the raw water we collect and store.
 
We then treat and deliver it to our customer's taps - around 1,500 million litres a day

We also collect wastewater from our customers and surface water from roads and highways, treat it at our wastewater treatment works before returning it back safely to the environment.

In order to do this we have:

- 184 reservoirs
- over 42,000 km of water pipes, from Cumbria to Cheshire
- over 72,000 km of sewers
- over 1,400 km of aqueducts
- 100 water treatment works
- 575 wastewater treatment works
- 57,000 hectares of catchment land",1995.0
United Utilities,Water and Wastewater Services,https://www.unitedutilities.com/,https://uk.linkedin.com/company/united-utilities,https://www.facebook.com/OfficialUnitedUtilities/,https://twitter.com/uugroupplc,info not available,info not available,info not available,info not available,info not available,info not available,"Water supply, Water services, Water utilities",info not available,"United Utilities provides water and wastewater services in the North West of England. Manage your account, pay your water bill, submit a water meter reading and get updates of current incidents in your area online.","United Utilities is a key player in the water and wastewater sector in the North West of England, committed to providing reliable services while focusing on sustainability and customer satisfaction.",info not available
United Utilities,Water and Wastewater Services,https://www.unitedutilities.com/,https://uk.linkedin.com/company/united-utilities,https://www.facebook.com/OfficialUnitedUtilities/,https://twitter.com/uugroupplc,19 Spencer Road,Prenton,Merseyside,United Kingdom,CH43 3ET,"United Utilities, 19 Spencer Road, Prenton, Merseyside, CH43 3ET, United Kingdom","Water utility, water supply services, water management, wastewater services",01925 23 7000,"United Utilities provides water and wastewater services in the North West of England. Manage your account, pay your water bill, submit a water meter reading and get updates of current incidents in your area online.",United Utilities provides water supply and wastewater management services in the North West of England.,info not available
United Utilities,Water and Wastewater Services,https://www.unitedutilities.com/,https://uk.linkedin.com/company/united-utilities,https://www.facebook.com/OfficialUnitedUtilities/,https://twitter.com/uugroupplc,info not available,info not available,info not available,info not available,info not available,info not available,"water supply, wastewater management, sewer improvement, customer support",info not available,"United Utilities provides water and wastewater services in the North West of England. Manage your account, pay your water bill, submit a water meter reading and get updates of current incidents in your area online.","United Utilities is a key player in the water and wastewater sector in the North West of England, focusing on customer service, sustainability, and innovation.",info not available
United Utilities,Water Supply and Wastewater Services,https://www.unitedutilities.com/,https://uk.linkedin.com/company/united-utilities,https://www.facebook.com/OfficialUnitedUtilities/,https://twitter.com/uugroupplc,19 Spencer Road,Prenton,Merseyside,United Kingdom,CH43 3ET,"United Utilities, 19 Spencer Road, Prenton, Merseyside, CH43 3ET, United Kingdom","Water utilities, water supply services, wastewater treatment services",01925 23 7000,"United Utilities provides water and wastewater services in the North West of England. Manage your account, pay your water bill, submit a water meter reading and get updates of current incidents in your area online.",United Utilities is a water and wastewater services company based in the North West of England.,info not available
United Utilities,Water Supply and Wastewater Services,https://www.unitedutilities.com/,https://uk.linkedin.com/company/united-utilities,https://www.facebook.com/OfficialUnitedUtilities/,https://twitter.com/uugroupplc,19 Spencer Road,Prenton,Merseyside,United Kingdom,CH43 3ET,"United Utilities, 19 Spencer Road, Prenton, Merseyside, CH43 3ET, United Kingdom","Water utilities, water supply services, water treatment services, wastewater management",01925 23 7000,"United Utilities provides water and wastewater services in the North West of England. Manage your account, pay your water bill, submit a water meter reading and get updates of current incidents in your area online.",United Utilities is a water and wastewater services company based in the North West of England.,info not available
United Soccer Coaches,sports,http://www.unitedsoccercoaches.org,http://www.linkedin.com/company/unitedsoccercoaches,https://www.facebook.com/UnitedSoccerCoaches,https://twitter.com/UnitedCoaches,30 West Pershing Road,Kansas City,Missouri,United States,64108,"30 West Pershing Road, Kansas City, Missouri, United States, 64108","soccer, coaching, college soccer, youth soccer, professional soccer, recreational soccer, competitive soccer, ncaa soccer, naia soccer, njcaa soccer, nccaa soccer, high school soccer, mens soccer, womens soccer, coaching education",'+1 813-545-4264,"United Soccer Coaches is the trusted and unifying voice, advocate, and partner for coaches of all levels of the game.","United Soccer Coaches was established in 1941 with 80 initial members. Today, United Soccer Coaches is the world's largest association of its kind.

From discounts on soccer products, publications and gear to $1 million in general liability insurance and access to group health insurance rates, we're consistently seeking new and unique benefits to enhance your game both on and off the pitch.

Members enjoy the Soccer Journal, the only periodical dedicated solely to the soccer coaching profession. Members also access a range of articles, session plans, and videos through The Training Ground. 

A full list of benefits can be found at UnitedSoccerCoaches.org/join.",1941.0
United Soccer Coaches,Professional Organizations,https://unitedsoccercoaches.org/,https://www.linkedin.com/company/unitedsoccercoaches,https://www.facebook.com/UnitedSoccerCoaches/,https://twitter.com/unitedcoaches,"30 W. Pershing Rd., Suite 820",Kansas City,MO,USA,64108-2463,"30 W. Pershing Rd., Suite 820, Kansas City, MO 64108-2463","Coaching Associations, Sports Organizations, Professional Coaching Networks",(816) 471-1941,"United Soccer Coaches is the trusted and unifying voice, advocate, and partner for coaches of all levels of the game.",United Soccer Coaches is an organization dedicated to the development and support of soccer coaches at all levels.,info not available
United Soccer Coaches,Professional Organizations,https://unitedsoccercoaches.org/,https://www.linkedin.com/company/unitedsoccercoaches,https://www.facebook.com/UnitedSoccerCoaches/,https://twitter.com/unitedcoaches,"30 W. Pershing Rd., Suite 820",Kansas City,MO,USA,64108-2463,"30 W. Pershing Rd., Suite 820, Kansas City, MO 64108-2463","Professional association, membership organization, coaching association, sports organization","(816) 471-1941, (816) 460-2000","United Soccer Coaches is the trusted and unifying voice, advocate, and partner for coaches of all levels of the game.",United Soccer Coaches is a professional organization dedicated to the development and support of soccer coaches at all levels.,info not available
United Soccer Coaches,Professional Organizations,https://unitedsoccercoaches.org/,https://www.linkedin.com/company/unitedsoccercoaches,https://www.facebook.com/UnitedSoccerCoaches/,https://twitter.com/unitedcoaches,"30 W. Pershing Rd., Suite 820",Kansas City,MO,USA,64108-2463,"30 W. Pershing Rd., Suite 820, Kansas City, MO 64108-2463","soccer coaches, professional development, coaching education, advocacy, networking",(816) 471-1941,"United Soccer Coaches is the trusted and unifying voice, advocate, and partner for coaches of all levels of the game.",United Soccer Coaches is an organization dedicated to the development and support of soccer coaches at all levels.,info not available
United Soccer Coaches,Professional Organizations,https://unitedsoccercoaches.org/,https://www.linkedin.com/company/unitedsoccercoaches,https://www.facebook.com/UnitedSoccerCoaches/,https://twitter.com/unitedcoaches,"30 W. Pershing Rd., Suite 820",Kansas City,MO,USA,64108-2463,"30 W. Pershing Rd., Suite 820, Kansas City, MO 64108-2463","Coaching Associations, Sports Coaching Organizations, Professional Coaching Associations","(816) 471-1941, (816) 460-2000","United Soccer Coaches is the trusted and unifying voice, advocate, and partner for coaches of all levels of the game.",United Soccer Coaches is an organization dedicated to the development and support of soccer coaches at all levels.,info not available
United Soccer Coaches,Professional Organizations,https://unitedsoccercoaches.org/,https://www.linkedin.com/company/unitedsoccercoaches,https://www.facebook.com/UnitedSoccerCoaches/,https://twitter.com/unitedcoaches,"30 W. Pershing Rd., Suite 820",Kansas City,MO,USA,64108-2463,"30 W. Pershing Rd., Suite 820, Kansas City, MO 64108-2463","soccer coaches, professional development, coaching education, advocacy, networking",(816) 471-1941,"United Soccer Coaches is the trusted and unifying voice, advocate, and partner for coaches of all levels of the game.",United Soccer Coaches is a professional organization dedicated to the development and support of soccer coaches at all levels.,info not available
United Way,nonprofit organization management,http://www.unitedway.org,http://www.linkedin.com/company/united-way-worldwide,https://www.facebook.com/UnitedWay,https://twitter.com/unitedway,701 North Fairfax Street,Alexandria,Virginia,United States,22314,"701 North Fairfax Street, Alexandria, Virginia, United States, 22314","education, income, health, volunteerism, advocacy, community impact, financial stability, veterans services",'+1 703-836-7112,"United Way fights for the health, education, and financial stability of every person in every community.","United Way fights for the health, education and financial stability of every person in every community. With global reach and local impact, we're making life better for 48 million people annually. United Way is the world's largest privately funded nonprofit, working in 95% of U.S. communities and 40 countries and territories. That's why we're the mission of choice for 2.5 million volunteers, 7.7 million donors and 45,000 corporate partners in some 1,200 communities. In the wake of COVID-19, we're helping people stay in their homes, stock their pantries, and protect their lives and livelihoods. And we're working to build resilient, equitable communities.  Join us!",1887.0
United Way Worldwide,Civic and Social Organizations,https://www.unitedway.org/,https://www.linkedin.com/company/united-way-worldwide,https://www.facebook.com/UnitedWay/,https://twitter.com/unitedway,info not available,info not available,info not available,info not available,info not available,info not available,"Nonprofit organization, community service organization, social services organization, charitable organization",info not available,"United Way fights for the health, education, and financial stability of every person in every community.",United Way Worldwide is a global nonprofit organization that mobilizes communities to address complex social challenges and improve lives.,info not available
United Way Worldwide,Other Social Advocacy Organizations,https://www.unitedway.org/,https://www.linkedin.com/company/united-way-worldwide,https://www.facebook.com/UnitedWay/,https://twitter.com/unitedway,info not available,info not available,info not available,info not available,info not available,info not available,"Nonprofit organization, community service organization, social services organization, advocacy group",info not available,"United Way fights for the health, education, and financial stability of every person in every community.",United Way Worldwide is a global nonprofit organization that mobilizes communities to address complex social challenges and improve lives.,info not available
United Way Worldwide,Other Social Advocacy Organizations,https://www.unitedway.org/,https://www.linkedin.com/company/united-way-worldwide,https://www.facebook.com/UnitedWay/,https://twitter.com/unitedway,info not available,info not available,info not available,info not available,info not available,info not available,"Nonprofit organization, social services, community organization, advocacy group",info not available,"United Way fights for the health, education, and financial stability of every person in every community.",United Way Worldwide is a global nonprofit organization that mobilizes communities to address various social issues and improve lives.,info not available
United Way Worldwide,Other Social Advocacy Organizations,https://www.unitedway.org/,https://www.linkedin.com/company/united-way-worldwide,https://www.facebook.com/UnitedWay/,https://twitter.com/unitedway,info not available,info not available,info not available,info not available,info not available,info not available,"Nonprofit organization, community service organization, social services organization, advocacy group",info not available,"United Way fights for the health, education, and financial stability of every person in every community.",United Way Worldwide is a global nonprofit organization that mobilizes communities to address complex social challenges and improve lives.,info not available
United Way Worldwide,Other Social Advocacy Organizations,https://www.unitedway.org/,https://www.linkedin.com/company/united-way-worldwide,https://www.facebook.com/UnitedWay/,https://twitter.com/unitedway,info not available,info not available,info not available,info not available,info not available,info not available,"Nonprofit organization, community service organization, social services organization, advocacy group",info not available,"United Way fights for the health, education, and financial stability of every person in every community.",United Way Worldwide is a global nonprofit organization that mobilizes communities to address complex social challenges and improve lives.,info not available
Manchester United,sports,http://www.manutd.com,http://www.linkedin.com/company/manchester-united,https://www.facebook.com/manchesterunited ,https://twitter.com/ManUtd,Sir Matt Busby Way,Stretford,England,United Kingdom,M16 0RA,"Sir Matt Busby Way, Stretford, England, United Kingdom, M16 0RA",,'+44 161 868 8000,"The official Manchester United website with news, fixtures, videos, tickets, live match coverage, match highlights, player profiles, transfers, shop and more","Manchester United is one of the most popular and successful sports teams in the world, playing one of the most popular spectator sports on Earth. Through our 135-year heritage we have won 61 trophies, enabling us to develop the world's leading sports brand and a global community of 1.1 billion followers. Our large, passionate community provides Manchester United with a worldwide platform to generate significant revenue from multiple sources, including sponsorship, merchandising, product licensing, new media & mobile, broadcasting and match day.",1878.0
Manchester United Football Club,Sports (Football/Soccer),https://www.manutd.com/,https://www.linkedin.com/company/manchester-united,https://www.facebook.com/manchesterunited/,https://twitter.com/manutd,info not available,info not available,info not available,info not available,info not available,info not available,"Professional sports teams, football clubs, soccer teams",info not available,"The official Manchester United website with news, fixtures, videos, tickets, live match coverage, match highlights, player profiles, transfers, shop and more.",Manchester United is a prominent football club with a rich history and a large global following.,info not available
Manchester United Football Club,Sports (Football/Soccer),https://www.manutd.com/,https://www.linkedin.com/company/manchester-united,https://www.facebook.com/manchesterunited/,https://twitter.com/manutd,info not available,info not available,info not available,info not available,info not available,info not available,"Professional sports teams, football clubs, soccer teams",info not available,"The official Manchester United website with news, fixtures, videos, tickets, live match coverage, match highlights, player profiles, transfers, shop and more.","Manchester United is one of the most successful and popular football clubs globally, with a rich history and a large fan base.",info not available
Manchester United Football Club,Sports (Football/Soccer),https://www.manutd.com/,https://www.linkedin.com/company/manchester-united,https://www.facebook.com/manchesterunited/,https://twitter.com/manutd,info not available,info not available,info not available,info not available,info not available,info not available,"Professional sports teams, football clubs, soccer teams",info not available,"The official Manchester United website with news, fixtures, videos, tickets, live match coverage, match highlights, player profiles, transfers, shop and more.",Manchester United Football Club is a professional football club competing in leagues and tournaments with a significant fanbase.,info not available
Manchester United Football Club,Sports (Football/Soccer),https://www.manutd.com/,https://www.linkedin.com/company/manchester-united,https://www.facebook.com/manchesterunited/,https://twitter.com/manutd,info not available,info not available,info not available,info not available,info not available,info not available,"Professional sports teams, football clubs, soccer teams",info not available,"The official Manchester United website with news, fixtures, videos, tickets, live match coverage, match highlights, player profiles, transfers, shop and more.","Manchester United Football Club is a professional football club based in Manchester, England, known for its rich history and community engagement.",info not available
Manchester United Football Club,Sports (Football/Soccer),https://www.manutd.com/,https://www.linkedin.com/company/manchester-united,https://www.facebook.com/manchesterunited/,https://twitter.com/manutd,info not available,info not available,info not available,info not available,info not available,info not available,"Professional sports teams, football clubs, soccer teams",info not available,"The official Manchester United website with news, fixtures, videos, tickets, live match coverage, match highlights, player profiles, transfers, shop and more.","Manchester United Football Club is a professional football club based in Manchester, England, known for its rich history and community engagement.",info not available
United Launch Alliance (ULA),defense & space,http://www.ulalaunch.com,http://www.linkedin.com/company/ulalaunch,https://facebook.com/ulalaunch,https://twitter.com/ulalaunch,,Englewood,Colorado,United States,80155,"Englewood, Colorado, United States, 80155","assured access to space, rocket launch, engineering, space launch, rocket science",'+1 720-922-7100,,"All rockets are not created equal. ULA is the nation's most experienced, reliable and accurate launch service provider delivering unmatched value, a tireless drive to improve, and commitment to the extraordinary. Vulcan's inaugural launch marked the beginning of a new era of space capabilities and provides higher performance and greater affordability while offering the world's only high energy architecture rocket to deliver any payload, at any time, to any orbit.",2006.0
United Launch Alliance (ULA),Aerospace,https://www.ulalaunch.com/,https://www.linkedin.com/company/ulalaunch,https://www.facebook.com/ulalaunch/,https://twitter.com/ulalaunch?lang=en,9501 East Panorama Circle,Centennial,CO,USA,80112,"9501 East Panorama Circle, Centennial, CO 80112","Space launch services, aerospace launch providers, rocket launch services",info not available,info not available,"United Launch Alliance (ULA) is a prominent launch service provider in the aerospace industry, specializing in delivering payloads to space with a focus on reliability and precision.",info not available
United Launch Alliance,Aerospace,https://www.ulalaunch.com/,https://www.linkedin.com/company/ulalaunch,https://www.facebook.com/ulalaunch/,https://twitter.com/ulalaunch?lang=en,9501 East Panorama Circle,Centennial,CO,USA,80112,"9501 East Panorama Circle, Centennial, CO 80112","Space launch services, aerospace launch providers, rocket launch services",606-6340,info not available,"United Launch Alliance (ULA) is a prominent launch service provider in the aerospace industry, specializing in delivering payloads to space with reliability and precision.",info not available
United Launch Alliance (ULA),Aerospace,https://www.ulalaunch.com/,https://www.linkedin.com/company/ulalaunch,https://www.facebook.com/ulalaunch/,https://twitter.com/ulalaunch?lang=en,9501 East Panorama Circle,Centennial,CO,USA,80112,"9501 East Panorama Circle, Centennial, CO 80112","Space launch services, rocket launch providers, aerospace launch services",info not available,Information not available,"United Launch Alliance (ULA) is a prominent launch service provider in the aerospace industry, specializing in delivering payloads to space with a focus on reliability and precision.",info not available
United Launch Alliance,Aerospace,https://www.ulalaunch.com/,https://www.linkedin.com/company/ulalaunch,https://www.facebook.com/ulalaunch/,https://twitter.com/ulalaunch?lang=en,9501 East Panorama Circle,Centennial,CO,USA,80112,"9501 East Panorama Circle, Centennial, CO 80112","Space launch services, rocket launch providers, aerospace launch services",info not available,info not available,"United Launch Alliance (ULA) is a prominent launch service provider in the aerospace industry, specializing in delivering payloads to space with a focus on reliability and precision.",info not available
United Launch Alliance,Aerospace,https://www.ulalaunch.com/,https://www.linkedin.com/company/ulalaunch,https://www.facebook.com/ulalaunch/,https://twitter.com/ulalaunch?lang=en,9501 East Panorama Circle,Centennial,CO,USA,80112,"9501 East Panorama Circle, Centennial, CO 80112","Launch service provider, aerospace launch services, space transportation",info not available,Information not available,"United Launch Alliance is a prominent launch service provider in the aerospace industry, specializing in delivering payloads to space with a focus on reliability and precision.",info not available
UnitedHealth Group,hospital & health care,http://www.unitedhealthgroup.com,http://www.linkedin.com/company/unitedhealth-group,https://www.facebook.com/unitedhealthgroup/,https://twitter.com/UnitedHealthGrp,4425 E Cotton Center Blvd,Phoenix,Arizona,United States,85040-8854,"4425 E Cotton Center Blvd, Phoenix, Arizona, United States, 85040-8854","health care information technology, mobile health, pets, veterinary, health care, wellness & health management, retiree solutions, information technology",'+1 800-328-5979,UnitedHealth Group helps people live healthier lives and helps make the health system work better for everyone.,UnitedHealth is a Minnesota-based managed healthcare company that provides services such as Medicare plans and health insurance products for individuals and businesses.,1980.0
UnitedHealth Group,Health care and well-being,https://www.unitedhealthgroup.com/,https://www.linkedin.com/company/unitedhealth-group,https://www.facebook.com/unitedhealthgroup/,https://twitter.com/unitedhealthgrp,9900 Bren Rd E,Hopkins,Minnesota,United States,55343-9664,"P.O. Box 1459, Minnetonka, Minnesota 55440-1459","Health insurance, health care services, medical services",1-800-328-5979,UnitedHealth Group helps people live healthier lives and helps make the health system work better for everyone.,"UnitedHealth Group is dedicated to making health care work better through its diverse team and commitment to improving health care access, affordability, outcomes, and experiences.",info not available
UnitedHealth Group,Health care and well-being,https://www.unitedhealthgroup.com/,https://www.linkedin.com/company/unitedhealth-group,https://www.facebook.com/unitedhealthgroup/,https://twitter.com/unitedhealthgrp,9900 Bren Rd E,Hopkins,Minnesota,United States,55343-9664,"P.O. Box 1459, Minnetonka, Minnesota 55440-1459","Health insurance, health benefits, healthcare services",1-800-328-5979,UnitedHealth Group helps people live healthier lives and helps make the health system work better for everyone.,"UnitedHealth Group is dedicated to making health care work better through its diverse team and commitment to improving health care access, affordability, outcomes, and experiences.",info not available
UnitedHealth Group,Health care and well-being,https://www.unitedhealthgroup.com/,https://www.linkedin.com/company/unitedhealth-group,https://www.facebook.com/unitedhealthgroup/,https://twitter.com/unitedhealthgrp,9900 Bren Rd E,Hopkins,Minnesota,United States,55343-9664,"P.O. Box 1459, Minnetonka, Minnesota 55440-1459","Health Insurance, Health Services, Health Care Providers",(800) 328-5979,UnitedHealth Group helps people live healthier lives and helps make the health system work better for everyone.,"UnitedHealth Group is dedicated to making health care work better through its diverse team and commitment to improving health care access, affordability, outcomes, and experiences.",info not available
UnitedHealth Group,Health care and well-being,https://www.unitedhealthgroup.com/,https://www.linkedin.com/company/unitedhealth-group,https://www.facebook.com/unitedhealthgroup/,https://twitter.com/unitedhealthgrp,9900 Bren Rd E,Hopkins,Minnesota,United States,55343-9664,"P.O. Box 1459, Minnetonka, Minnesota 55440-1459","Health insurance, health care services, medical insurance, health benefits",1-800-328-5979,UnitedHealth Group helps people live healthier lives and helps make the health system work better for everyone.,"UnitedHealth Group is dedicated to making health care work better through its diverse team and commitment to improving health care access, affordability, outcomes, and experiences.",info not available
