Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score
United Payment,United Payment,Cold,,180,financial services,ars@moative.com,http://www.unitedpayment.com,http://www.linkedin.com/company/unitedpayment,https://facebook.com/birlesikodeme,https://twitter.com/united_payment,185 Istanbul Caddesi,Istanbul,Istanbul,Turkey,34303,"185 Istanbul Caddesi, Istanbul, Istanbul, Turkey, 34303","kiosk solutions, wallet solutions, web solutions, mobile solutions, prepaid card solutions, payment services",'+90 212 241 5459,"Click here for a digital wallet, virtual prepaid card, domestic/international money transfer, and kiosk/smart cashier solutions from Fintech payment services!","Gmail, Google Apps, Google Tag Manager, ASP.NET, Vimeo, Microsoft-IIS, Facebook Widget, Mobile Friendly, Facebook Custom Audiences, Facebook Login (Connect), Google Font API",,,,,,,66c598d7d6073400010064fe,,"WHAT IS OUR SUPERPOWER? --> We are the invisible power that unlocks life 

We are the invisible power behind fintech solutions of banks, multinational companies, SMEs, municipalities, and other fintechs.

We orchestrate high-tech financial instruments to untangle the knots in your business. At every corner of payment, on any money-related task, we are the address that delivers all fintech solutions under one roof. Virtual or physical cards, accepting payments, transferring money, wallet solutions, cash management, gateway solutions, marketplace payment solutions, check-out integration, paying bills, loyalty solutions, and many more…

We dream of a world where everyone has access to financial instruments through transforming all companies into a fintech power.

We want to garden a culture that is diverse, women-friendly, rather co-operative than competitive, open-hearted, open-minded, as fresh as salad, transparent, and last but not least promise keeper.

If you insist on numbers: 350 employees including our subsidiaries, 5 countries (Türkiye, UK, Romania, Azerbaijan, Georgia), 15MN end users & 3.4BN USD transaction volume by the end of 2023. Among all awards Great Place to Work both in 2021 & 2022 & 2023 is the one that we are proud to keep; since human first, human second, human third!",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66bf4f9ff5b2770001dcde7c/picture,,,,
United Arab Emirates University,United Arab Emirates University,Cold,,5000,higher education,ars@moative.com,http://www.uaeu.ac.ae,http://www.linkedin.com/school/united-arab-emirates-university,https://facebook.com/UAEUNews,http://twitter.com/harriken,Hessa bint Mohamed Street,Al Ain,Abu Dhabi,United Arab Emirates,,"Hessa bint Mohamed Street, Al Ain, Abu Dhabi, United Arab Emirates","solar, commercial solar, concentrated solar power, clean energy, clean technology, undergraduate programs, postgraduate programs, research, development, consultancy, food & agriculture, business, economics, engineering, humanities, social sciences, education, law, science, information technology, medicine, health sciences",'+971 3 713 4343,,"Outlook, VueJS, React Redux, Campaign Monitor, Cedexis Radar, Vimeo, Google Tag Manager, Mobile Friendly, Google Dynamic Remarketing, Linkedin Marketing Solutions, AddThis, YouTube, DoubleClick, Google Font API, Google Play, ASP.NET, Google translate widget, Multilingual, MouseFlow, Microsoft-IIS, Facebook Login (Connect), CampaignMonitor, LiveChat, Google Maps, F5 BIG-IP, Ruxit, Bootstrap Framework, Google translate API, Shutterstock, Adobe Media Optimizer, Google Maps (Non Paid Users), reCAPTCHA, DoubleClick Conversion, Facebook Custom Audiences, Google Analytics, Facebook Widget",,,,,6000000,,66c598d7d607340001006509,"8200, 8200","Founded in 1976 by the late Sheikh Zayed Bin Sultan Al Nahyan, UAEU is a comprehensive, research-intensive university enrolling about 15,000 National and International students. 
As the UAE's flagship university, UAEU offers a full range of accredited, high-quality graduate and undergraduate programs through nine Colleges: Business and Economics, Education, Engineering, Food and Agriculture, Humanities and Social Sciences; IT, Law, Medicine and Health Sciences, and Science. 

With a distinguished international faculty, a state-of-the-art new campus, and a full range of student support services, UAEU offers a living-learning environment that is unmatched in the UAE. 

As a research-intensive university of international stature, UAEU works with its partners in industry to provide research solutions to challenges faced by the nation, the region, and the world. The University has established research centers of strategic importance to the country and the region which are advancing knowledge in critical areas ranging from water resources to cancer treatments. 

UAEU is currently ranked number six in the Arab World, and #290 globally.

UAEU's academic programs have been developed in partnership with employers, so our graduates are in high demand. 

UAEU alumni hold key positions in industry, commerce, and government throughout the region. 

Our continuing investments in facilities, services, and staff ensure that UAEU will continue to serve as a model of innovation and excellence.",1976,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66b62b0cd646090001856fdd/picture,,,,
United Nations Environment Programme Finance Initiative (UNEP FI),United Nations Environment Programme Finance Initiative,Cold,,370,international affairs,ars@moative.com,http://www.unepfi.org,http://www.linkedin.com/company/united-nations-environment-programme-finance-initiative,https://www.facebook.com/UNEPFinanceInitiative/,http://twitter.com/UNEP_FI,15 Chemin des Anemones,Vernier,Geneva,Switzerland,1219,"15 Chemin des Anemones, Vernier, Geneva, Switzerland, 1219","sustainable finance, insurance, responsible investment, climate change, social issues, human rights, property, sustainability management, banking, energy efficiency, sustainable landuse, ecosystems, environment, sustainable development goals, positive impact",'+41 22 917 82 53,Initiatives Get involved in activities shaping best market-practice for people and planet Banking Climate Change Insurance Investment Nature Pollution & Circular Economy Risk SDGs & Impact...,"Cloudflare DNS, reCAPTCHA, ShareThis, YouTube, OpenSSL, Mobile Friendly, Google Font API, Apache, Bootstrap Framework, WordPress.org, Google Tag Manager",,,,,,,66c598d7d60734000100650a,,"The United Nations Environment Programme Finance Initiative (UNEP FI) is a partnership between UNEP and the global financial sector to mobilize private sector finance for sustainable development. UNEP FI works with more than 500 members – banks, insurers, and investors – and over 100 supporting institutions – to help create a financial sector that serves people and planet while delivering positive impacts. UNEP FI aims to inspire, inform and enable financial institutions to improve people's quality of life without compromising that of future generations. By leveraging the UN's role, UNEP FI accelerates sustainable finance.",1992,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66b22b02a95e7f00013fccce/picture,,,,
United States Institute of Peace,United States Institute of Peace,Cold,,720,international affairs,ars@moative.com,http://www.usip.org,http://www.linkedin.com/company/united-states-institute-of-peace,https://facebook.com/usinstituteofpeace,https://twitter.com/USIP,2301 Constitution Avenue Northwest,Washington,District of Columbia,United States,20037,"2301 Constitution Avenue Northwest, Washington, District of Columbia, United States, 20037","peacebuilding, foreign policy, national security, conflict management, conflict prevention, conflict resolution, grantmaking, education, training",'+1 202-457-1700,,"Mimecast, Outlook, Microsoft Office 365, Amazon AWS, Postini, Google translate widget, Typekit, New Relic, Vimeo, Mobile Friendly, Google translate API, Facebook Widget, Google Tag Manager, WordPress.org, Google Analytics, Facebook Custom Audiences, Facebook Login (Connect), GoSquared, Google Analytics Ecommerce Tracking, Inspectlet",,,,,4673000,,66c598d7d60734000100650d,8600,"The United States Institute of Peace is a national, nonpartisan, independent institute, founded by Congress and dedicated to the proposition that a world without violent conflict is possible, practical and essential for U.S. and global security. In conflict zones abroad, the Institute works with local partners to prevent, mitigate, and resolve violent conflict. To reduce future crises and the need for costly interventions, USIP works with governments and civil societies to build local capacities to manage conflict peacefully. The Institute pursues its mission by linking research, policy, training, analysis and direct action to support those who are working to build a more peaceful, inclusive world.

Stay up to date with employment opportunities at USIP by visiting: https://www.usip.org/about/careers",1984,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c22fb05c86fb000120aca8/picture,,,,
United Nations Office for Disaster Risk Reduction (UNDRR),United Nations Office for Disaster Risk Reduction,Cold,,330,international affairs,ars@moative.com,http://www.undrr.org,http://www.linkedin.com/company/undrr,https://facebook.com/unisdr,https://twitter.com/unisdr,9 Rue de Varembe,Geneva,Geneva,Switzerland,1202,"9 Rue de Varembe, Geneva, Geneva, Switzerland, 1202",disaster risk reduction & resilience,'+1 212-963-5047,"The UNDRR brings governments, partners, and communities together to reduce disaster risk and losses and to ensure a safer, sustainable future.","SendInBlue, Cloudflare DNS, Amazon CloudFront, Route 53, Outlook, Microsoft Office 365, Amazon AWS, Citrix NetScaler, Mapbox, Chartbeat, Brightcove, Drupal, Amazon SES, Pantheon, accessiBe, Hostgator, FareHarbor, Varnish, Multilingual, Google Custom Search, Google Font API, reCAPTCHA, Apache, Mobile Friendly, Google Tag Manager, New Relic, Shutterstock, YouTube, Google Analytics, JQuery 2.1.1, Vimeo, Facebook Widget, JQuery 1.11.1, Piwik, Wordpress.com, ShareThis, Google translate widget, eRecruit, DoubleClick, Google Speed Analytics, Adobe Media Optimizer, Adform, WordPress.org, Twitter Advertising, Cedexis Radar, Adobe Edge, SoundCloud, AddThis, Google Maps (Non Paid Users), Microsoft-IIS, The Trade Desk, Webex, Ubuntu, Twitter Sharing, SurveyMonkey, JW Player, Google AdWords Conversion, Facebook Custom Audiences, Facebook Login (Connect), Open AdStream (Appnexus), Nginx, Bootstrap Framework, Disqus, Google Maps, Google translate API, iTunes, Amadesa, Sojern, Bootstrap Framework v3.2.0, Stripe, Spigit (Mindjet), ASP.NET, Facebook Social Plugins, Google Play, Eventbrite, Highcharts JS Library, Kaltura, MailChimp, Google AdSense, AppNexus, DotNetNuke, Backbone JS Library, Hotjar, Google Plus, Amazon Associates, AI",,,,,4556000,,66c598d7d60734000100654a,,"At the UN Office for Disaster Risk Reduction (UNDRR), we're dedicated to helping countries and communities lower risk and raise resilience in the face of natural and human-induced hazards. Our work is guided by the Sendai Framework for Disaster Risk Reduction, a 15-year agreement adopted by the international community in 2015, which was the first building block of the 2030 Agenda for Sustainable Development.",1999,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66bcfc79a81c110001731deb/picture,,,,
[UNEC] United Engineering Construction,United Engineering Construction,Cold,,1300,construction,ars@moative.com,http://www.unec.co,http://www.linkedin.com/company/united-engineering-construction,https://www.facebook.com/UnitedEngineeringConstruction/,https://twitter.com/unec_co,,Dubai,Dubai,United Arab Emirates,,"Dubai, Dubai, United Arab Emirates","education & cultural centres, hotels & resorts, commercial & retail, hospitals & healthcare, residential, industrial facilities, sports facilities, mosques, villas, townhouses, high rise buildings, mid rise buildings",'+971 4 282 8242,"UNEC is one of the top Construction Companies in UAE. Established in 1976, We are a multi-award-winning General Contracting Company with a portfolio spanning local & regional markets: Dubai, Abu Dhabi, and Sharjah.","Outlook, Microsoft Office 365, Mimecast, Google Maps, MailChimp, Google Tag Manager, Google Analytics, Google Font API, Mobile Friendly, Apache, Google Maps (Non Paid Users), WordPress.org, reCAPTCHA, Bootstrap Framework, Remote",,,,,,,66c598d7d607340001006553,,"[UNEC] is a multi-award-winning construction company with more than 40 years of expertise in the region. Our vast experience, forward-thinking innovations and commitment to the highest standards in professionalism, safety and efficiency have made us a trusted partner to the developers of some of the area's most iconic buildings and landmarks. 

[UNEC] has been a trusted, hard-working partner at the side of real estate developers in the region for over 40 years, collaborating on iconic, world-class projects across the UAE and gulf region.
Our role is to successfully deliver the client's vision into reality using our history of experience, vast resources and dedicated team members. We attribute our accomplishments to decades of commitment to our clients, and a deep understanding of their interests and goals; providing real value in building tomorrows skylines, today.
This is our passion and the foundation of a hard-earned reputation. It is and will remain at the heart of who we are as a company, as we continue to evolve with new strategies and technical mastery, maintaining our position at the forefront of our industry. Together, we're building a legacy of excellence for years to come.  

OUR MISSION 

To Serve the Region with Reliable, High-Quality Construction Through Innovative Machinery, Professional Manpower and the Accomplished Mastery that Comes with Experience. 

OUR VISION

A Strong and Trusted Partner – Building a Lasting Legacy for Our Employees, Our Clients and Our Nation. 


OUR NAME SPELLS OUR VALUES  


[UNITED] IN APPROACH

We build relationships that last. That is because our interests are always aligned with yours. From the word ‘go', we consider ourselves as part of your team and every decision is made with your deadline and goals in mind, culminating in successful outcomes. What is more, our commitment continues even after delivery.
It is a unity of purpose shared by everyone at [UNEC], where experts from multiple fields come together as one. We bring combined experience and expertise to every job, each team member taking pride in their contribution to our collective strength to continue shaping the legacy of tomorrow.


[ENGINEERING] SOLUTIONS

Engineering is in our DNA and it influences the way we solve every problem. We cherish the challenges that come with complex projects because they lead to solutions that create the outstanding.


[CONSTRUCTION] DONE WELL

Expertise comes from a strong desire to learn. We are always acquiring and applying new knowledge in order to improve safety and efficiency while reducing our impact on the natural environment. When you team up with [UNEC], you get quality workmanship at excellent value executed in a responsible and sustainable way.

[COMPANY] UNLIMITED

We are a forward-looking company that gets excited about the future. As technology and techniques evolve, we are always there at the cusp of change to ensure projects are executed in the most modern and efficient way. Innovation inspires us, and it is a hallmark of our work.",1976,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c0f6a76342a80001c30752/picture,,,,
United Nations,United Nations,Cold,,58000,international affairs,ars@moative.com,http://www.un.org,http://www.linkedin.com/company/united-nations,https://facebook.com/unitednations,https://twitter.com/un,760 United Nations Plz,New York,New York,United States,10017-6818,"760 United Nations Plz, New York, New York, United States, 10017-6818","peacekeeping, development, humanitarian assistance, peace & security, human rights, international law, climate action",'+1 212-963-5047,UN Energy,"Amazon CloudFront, Route 53, SendInBlue, Outlook, Microsoft Office 365, Amazon AWS, Chartbeat, Brightcove, Drupal, Amazon SES, Pantheon, accessiBe, Hostgator, FareHarbor, JQuery 1.11.1, Varnish, Google AdWords Conversion, Google translate widget, Open AdStream (Appnexus), Webex, Adform, Google AdSense, Spigit (Mindjet), Twitter Advertising, DoubleClick, Stripe, Shutterstock, New Relic, Sojern, Google Maps, Wordpress.com, Google Play, Adobe Edge, Facebook Widget, ASP.NET, Google Custom Search, JW Player, Bootstrap Framework v3.2.0, eRecruit, Google Tag Manager, Citrix NetScaler, Hotjar, ShareThis, Adobe Media Optimizer, Bootstrap Framework, Vimeo, Kaltura, DotNetNuke, SoundCloud, Eventbrite, Cedexis Radar, Multilingual, Amadesa, Facebook Social Plugins, Microsoft-IIS, Facebook Login (Connect), The Trade Desk, Mobile Friendly, JQuery 2.1.1, WordPress.org, Google Font API, Google translate API, Google Analytics, SurveyMonkey, Amazon Associates, Nginx, Backbone JS Library, Highcharts JS Library, reCAPTCHA, Google Speed Analytics, YouTube, Twitter Sharing, AddThis, Google Plus, Google Maps (Non Paid Users), iTunes, Disqus, AppNexus, Piwik, Facebook Custom Audiences, Apache, MailChimp",,,,,53200000000,,66c598d7d607340001006558,8300,"Founded at the end of the Second World War, the United Nations is an international organization made up of 193 Member States committed to maintaining international peace and security.

Every day the UN works to tackle global challenges and deliver results for those most in need.

Giving life-saving support to populations hit by humanitarian crises, helping build and keep the peace in conflict-ridden areas, supporting governments and their citizens to advance development and fight poverty, and promoting human rights worldwide are the core pillars of the work of the United Nations and the mandates it receives from its Member States.

The Charter of the United Nations is available in full at: http://www.un.org/en/documents/charter/",1945,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c002082944a900019a8518/picture,,,,
UN-Habitat (United Nations Human Settlements Programme),UN-Habitat,Cold,,1800,international affairs,ars@moative.com,http://www.unhabitat.org,http://www.linkedin.com/company/un-habitat-united-nation-human-settlements-programme-,https://www.facebook.com/UNHABITAT/,https://twitter.com/UNHABITAT,2,Nairobi,Nairobi County,Kenya,,"2, Nairobi, Nairobi County, Kenya","urban legislation, land & governance, urban planning & design, urban economy, urban basic services, housing & slum upgrading, risk reduction & rehabilitation, research & capacity building",'+1 212-963-4200,"UN-Habitat works for a better urban future. Based in over 90 countries, we promote the development of socially and environmentally sustainable cities, towns & communities. UN-Habitat strives for adequate shelter with better living standards for all.","Outlook, Microsoft Office 365, WordPress.org, Google Analytics, Nginx, Google Tag Manager, Varnish, Open AdStream (Appnexus), Cedexis Radar, New Relic, Vimeo, Shutterstock, Hotjar, Mobile Friendly, Adobe Media Optimizer, Bootstrap Framework, Google Font API, Google Play, Google translate API, YouTube, Remote",,,,,12998000,,66c598d8d6073400010065ab,8300,"UN-Habitat is the United Nations entity responsible for developing urban policies and translating them into action to create sustainable cities and communities. 

Cities are facing unprecedented demographic, environmental, economic, and social challenges. There has been a phenomenal shift towards urbanization, with half of the world's population living in cities. By 2050, almost 70 per cent of the population will reside in cities. This urban growth will be happening mainly in Africa, Asia, Latin America, and the Caribbean.

In the absence of effective urban planning, the consequences of this rapid urbanization will be dramatic.  Urban policies need to change to turn this rapid urban growth into opportunities to create a better quality of life for people. 

UN-Habitat is at the helm of this change. It is mandated by the UN General Assembly to address the issues of urban growth and sustainable urban development.",1978,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c1215a85878600016fd5d2/picture,,,,
United Bulgarian Bank,United Bulgarian Bank,Cold,,1400,banking,ars@moative.com,http://www.ubb.bg,http://www.linkedin.com/company/united-bulgarian-bank,https://facebook.com/UnitedBulgarianBank?fref=ts,https://twitter.com/ubbbg?lang=en,89b Булевард Витоша,Sofia,Sofia City Province,Bulgaria,1463,"89b Булевард Витоша, Sofia, Sofia City Province, Bulgaria, 1463",,'+359 700 11 717,,"Microsoft Office 365, Backbone JS Library, reCAPTCHA, Google Play, Google Remarketing, Google Font API, Facebook Widget, Google Analytics, Google Maps, Linkedin Marketing Solutions, Google AdWords Conversion, Google Dynamic Remarketing, DoubleClick Conversion, Mobile Friendly, Facebook Login (Connect), Hotjar, Facebook Custom Audiences, Google Tag Manager, Google AdSense, DoubleClick",,,,,148061000,,66c598d8d6073400010065af,"6411, 6199","United Bulgarian Bank was established in 1992 through the merger of 22 Bulgarian regional commercial banks, the first and most comprehensive consolidation project in the Bulgarian banking sector. UBB is part of KBC Group.

The Belgian KBC Group is the biggest banking and insurance group in Bulgaria. In Bulgaria it unites companies with years' long history and versatile experience. The companies, part of KBC Group Bulgaria are United Bulgarian Bank, DZI, UBB Interlease, UBB Pension Insurance, UBB Asset Management, UBB Factoring, UBB Insurance Broker, KBC Bulgaria Branch. They offer the full spectrum of financial services, including lease, asset management and factoring ones.",1992,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66bd3856055e7e00011e7e00/picture,,,,
United Nations Office for South-South Cooperation (UNOSSC),United Nations Office for South-South Cooperation,Cold,,35,international trade & development,ars@moative.com,http://www.unsouthsouth.org,http://www.linkedin.com/company/unossc,https://facebook.com/unossc/,https://twitter.com/UNOSSC,304 East 45th Street,New York,New York,United States,10017,"304 East 45th Street, New York, New York, United States, 10017",southsouth cooperation & triangular cooperation,'+1 212-906-6904,,"Google Cloud Hosting, Mobile Friendly, WordPress.org, Google Tag Manager, Google Font API, MailChimp",,,,,,,66c598d8d6073400010065b1,,"The United Nations Office for South-South Cooperation (UNOSSC) is a knowledge hub providing advisory and consulting services to all stakeholders on South-South and triangular cooperation. It enables developing countries to effectively face their development challenges and harness opportunities to address them.

UNOSSC engages with Member States globally and regionally, as well as within the UN system to facilitate practical expressions of Southern solidarity towards the achievement of internationally agreed development goals. It works with a wide range of partners to harness emerging innovative financing mechanisms through South-South and triangular cooperation. UNOSSC also ensures that our Southern constituencies have timely access to high-quality analytical planning, and reporting on data, trends and opportunities that will propel South-South and triangular cooperation in ways that ensure success.",1978,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c415475da4da000141f6fc/picture,,,,
United States Military Academy,United States Military Academy,Cold,,1600,military,ars@moative.com,,http://www.linkedin.com/company/united-states-military-academy,,,639 Howard Rd,West Point,New York,United States,10996,"639 Howard Rd, West Point, New York, United States, 10996","leadership, education, military, athletics",'+1 845-938-4011,,"Outlook, Microsoft Office 365, Amazon AWS, Drupal, React Redux",,,,,,,66c598d8d6073400010065c5,,"Renowned as the world's premier leader development institution, West Point accomplishes its mission by developing cadets intellectually, physically, militarily, ethically, spiritually, and socially. The student body, or Corps of Cadets, numbers 4,400 and each year approximately 1000 cadets join the Long Gray Line as they graduate and are commissioned as a 2nd Lt in the U.S. Army.",1802,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,,,,
United Robotics Group,United Robotics Group,Cold,,320,machinery,ars@moative.com,http://www.unitedrobotics.group,http://www.linkedin.com/company/united-robotics-group,https://www.facebook.com/UnitedRobotics.Group,https://twitter.com/united_robotics,45 Wittener Strasse,Bochum,North Rhine-Westphalia,Germany,44789,"45 Wittener Strasse, Bochum, North Rhine-Westphalia, Germany, 44789","service robotik, kollaborative robotik, cobots, robots as a service",'+49 69 427260238,"United Robotics Group's solutions alleviate workforce shortages, increase job attractiveness, and streamline everyday tasks.","Outlook, Microsoft Office 365, Amazon AWS, Freshdesk, Atlassian Cloud, Hubspot, DoubleClick Conversion, Multilingual, Google AdWords Conversion, Mobile Friendly, Nginx, Google translate widget, Google translate API, Ruby On Rails, Google Tag Manager, Facebook Custom Audiences, Facebook Widget, Google Dynamic Remarketing, Google Font API, Linkedin Marketing Solutions, WordPress.org, DoubleClick, Facebook Login (Connect), Bootstrap Framework, Remote, AI",,,,,,,66c598d8d6073400010065d0,,"Founded by Thomas Hähn in 2020, United Robotics Group unites young service robotics companies into a unique ecosystem by bundling hardware and software expertise under one roof. Headquartered in Bochum, Germany, United Robotics Group brings together cutting-edge technology and robotic experts from both the social and industrial world. United Robotics Group shares the common ambition to empower humanity with technology and lighten processes for humans, helping them focus on human interactions in a safe and secure environment.

As the CobiotX company who created this 3rd generation of robotics – robots for humans, the United Robotics Group is committed to developing standardized and customized solutions to meet social and business challenges in the life science, health and care, hospitality, education, intralogistics, maintenance and surveillance sectors with quality, data protection and sustainability as key driving forces. All planning humans in the center of all.
RSBG SE, the investment entity of RAG-Stiftung, focused on technology and engineering-driven companies is the majority shareholder of United Robotics Group. SoftBank Robotics Group is a minority shareholder of United Robotics Group.",2021,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66bc61699eec3a0001dcf799/picture,,,,
United Parks & Resorts,United Parks & Resorts,Cold,,23000,entertainment,ars@moative.com,http://www.unitedparks.com,http://www.linkedin.com/company/united-parks-resorts,,,6240 Sea Harbor Dr,Orlando,Florida,United States,32821-8022,"6240 Sea Harbor Dr, Orlando, Florida, United States, 32821-8022","theme parks, entertainment, education, animal rescue, rehabilitation, conservation",'+1 407-226-5011,"We're a leading theme park & entertainment company that blends imagination with nature & enables our guests to celebrate, connect, & care for the natural world we share.","Cloudflare DNS, Outlook, CloudFlare Hosting, SiteCore, Optimizely, reCAPTCHA, Bootstrap Framework, Google Tag Manager, Google Analytics, Qualtrics, Squarespace ECommerce, Google Font API, Mobile Friendly, AddThis, Typekit, YouTube, ASP.NET, Facebook Widget, Google AdSense, DoubleClick, The Trade Desk, Linkedin Marketing Solutions, BounceExchange, DoubleClick Floodlight, Google Dynamic Remarketing, Google AdWords Conversion, Facebook Login (Connect), DoubleClick Conversion, Facebook Custom Audiences, Circle, Render, TikTok, Reviews",1429500000,Debt Financing,500000000,2020-08-01,1726600000,,66c598d8d6073400010065d1,7900,"United Parks & Resorts Inc. (NYSE: PRKS) is a leading theme park and entertainment company with a world-class portfolio of seven brands across 13 parks in the United States and Abu Dhabi. The Company's award-winning portfolio of iconic brands includes SeaWorld, Busch Gardens, Discovery Cove, Sesame Place, Water Country USA, Adventure Island, and Aquatica. 

Our portfolio offers experiences for guests of all ages to enjoy exhilarating thrill and family-friendly rides and coasters, inspiring up-close encounters and educational presentations with wildlife, and exciting shows, concerts, and live performances. 

We are committed to wildlife conservation globally, and all three SeaWorld parks, plus Discovery Cove and Busch Gardens Tampa Bay, are accredited members of the AZA, one of the world's foremost professional zoological organizations. Our parks serve as one of the largest marine animal rescue organizations in the world, actively participate in endangered species survival programs, and make significant contributions to science through field research and the study of animals in our care. 

Website: www.UnitedParks.com",1959,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c42a04637f7600016c10b6/picture,,,,
United Robotics Group,United Robotics Group,Cold,,280,electrical/electronic manufacturing,ars@moative.com,http://www.aldebaran.com,http://www.linkedin.com/company/aldebaranrobotics,https://www.facebook.com/AldebaranRobotics,https://twitter.com/AldebaranRobots,43 Rue du Colonel Pierre Avia,Issy-les-Moulineaux,Ile-de-France,France,75015,"43 Rue du Colonel Pierre Avia, Issy-les-Moulineaux, Ile-de-France, France, 75015","humanoid robotics, technology, robotics, robot, robots",'+33 1 77 37 17 52,Aldebaran is the world leader in humanoid robotics. Discover our robots Pepper and NAO and their solutions for your company.,"Salesforce, Route 53, Amazon SES, Sendgrid, Outlook, Microsoft Office 365, Amazon AWS, Facebook Conversion Tracking, Freshdesk, StatusPage IO, Linkedin Login, Nginx, Google Analytics, Mobile Friendly, Google Tag Manager, Linkedin Widget, AT Internet, YouTube, Bootstrap Framework, Ruby On Rails, Google Font API, Linkedin Marketing Solutions, AI",13000000,Series C,13000000,2011-06-01,6000000,,66c598d8d6073400010065d8,,"Leader in humanoid robotics, Aldebaran (formerly SoftBank Robotics Europe) is headquartered in Paris and regroups around 180 employees. Creator of the robots NAO, Pepper and Romeo, used today in more  than  70  countries  worldwide,  in  various  fields,  such  as  research,  education,  retail, healthcare, tourism, hospitality or entertainment.

For more information: https://www.aldebaran.com
Facebook : Softbank Robotics Europe / Nao.therobot
Twitter : @SBREurope / @PepperTheRobot /  @NaoRobot 
Instagram : @SBREurope
Youtube : SoftBank Robotics Europe",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63610609fdf85300017a3b77/picture,,,,
United Nations Population Fund (UNFPA),United Nations Population Fund,Cold,,7300,international affairs,ars@moative.com,http://www.unfpa.org,http://www.linkedin.com/company/unfpa,https://www.facebook.com/unfpaturkiye,https://twitter.com/unfpaturkiye,605 3rd Avenue,New York,New York,United States,10158,"605 3rd Avenue, New York, New York, United States, 10158","population & development strategies, responding to the aids epidemic, gender equality & womens empowerment, culturally sensitive human rightsbased approaches, supporting adolescents & youth, assisting in emergencies",'+1 212-297-5000,"Birleşmiş Miletler’in cinsel sağlık ve üreme sağlığı ajansı UNFPA, Türkiye’de ve tüm dünyada, her gebeliğin istenen gebelik olması, her doğumun güvenli şekilde gerçekleşmesi ve her gencin potansiyelini kullanabilmesi için çalışıyor.","Gmail, Google Apps, Google Cloud Hosting, Cloudflare DNS, CloudFlare Hosting, The Trade Desk, Bing Ads, Nginx, YouTube, reCAPTCHA, Open AdStream (Appnexus), Google Font API, Google Maps, Facebook Widget, Google Analytics, Mobile Friendly, Drupal, DoubleClick Conversion, New Relic, greyscale - grey, Amazon Associates, Google Tag Manager, Google Dynamic Remarketing, DoubleClick Floodlight, Google translate widget, Google translate API, Varnish, Facebook Custom Audiences, Brightcove, ShareThis, WordPress.org, Facebook Login (Connect), DoubleClick, Centro",,,,,23148000,,66c598d7d6073400010064dd,8300,"UNFPA is the United Nations sexual and reproductive health agency. Our mission is to deliver a world where every pregnancy is wanted, every childbirth is safe and every young person's potential is fulfilled.",1969,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c2915111695f00019f5c22/picture,,,,
